InvoiceNo,StockCode,Description,Category,Quantity,UnitPrice,InvoiceDate,CustomerID,Age,Gender,Country,SalesRep,ReturnFlag,Total
INV144173,P0055,Product 55 ***,Automotive,-1,537.9,20-05-2023 12:12,C004009,41,Male,Austalia,SR008,1,-537.9
INV144394,P0163,Product 163,Toyz,9 units,644.83,01-01-2023 04:05,C003182,50,Female,Untied States,SR003,0,"$5,803.47 USD"
INV154750,P0132,Product 132,Toys,6,925.79,15-03-2023 05:44,C004310,46,Female,Uk,SR018,0,5554.74
INV137939,P0096,Product 96,beauty ,1,827.73,16-12-2023 19:00,C003611,67,Male,U S A,SR006,0,827.73
INV128819,P0082,Product 82,Health,4,401.81,45047,C003157,69,Male,Australia,SR015,0,1607.24
INV108841,P0138,Product 138,Books,9,469.52,17-06-2023 12:09,C003303,19,Male,Untied States,SR002,0,4225.68
INV189731,P0033,Product 33,beauty ,3,772.39,11-05-2023 10:07,C003281,69,Female,Australia,SR014,0,2317.17
INV124825,P0196,,BEAUTY,1,111.55,14-08-2023 11:38,2514,45,Female,Australia,SR015,0,111.55
INV164516,P0012,Product 12,Fashon,7,599.77,01-08-2023 07:18,C004681,39,Female,Uk,SR013,0,4198.39
INV156228,P0059,Product 59,home decor,9,214.42,03-06-2023 18:43,C004292,46,Male,Germny,SR016,0,1929.78
INV124207,P0007,Product 7,electronisc,2,986.98,45223,C000675,39,Male,Germany,SR015,0,1973.96
INV143469,P0119,Product 119,Fashion,5,42.96,"Nov 02, 2023 09:52 PM",C000499,105,Female,Inda,SR004,0,214.8
INV164621,P0200,Product 200,Home Decor,6,631.17,45087,C001405,66,Female,Austalia,SR013,0,3787.02
INV199940,P0126,Product 126  - damaged,Toys,8,386.74,45189,C004148,45,,UK,SR006,0,3093.92
INV105172,P0121,Product 121  [refurbished],home decor,9,806.18,04-10-2023 05:38,C004385,46,Female,Austalia,SR006,0,7255.62
INV125105,P0031,,Health,3,978.12,07-03-2023 16:07,C002670,28,Male,Austalia,SR011,0,2934.36
INV177983,P0128,Product 128,Electronics,6,913.11,21-09-2023 14:36,C000563,22,Female,Germny,SR004,0,5478.66
INV137318,P0187,Product 187,HOME DECOR,8,596.85,12-09-2023 17:21,C004750,28,Male,Austalia,SR007,0,4774.8
INV125267,P0064,Product 64  [refurbished],home decor,8,658.36,14-04-2023 19:55,C004856,59,Female,UK,SR007,0,5266.88
INV126650,P0130,Product 130,Health,7,590.31,28-02-2023 19:16,3989,35,Male,Austalia,SR005,0,4132.17
INV154820,P0158,Product 158,Fashion,8,919.9,45169,C001120,60,Female,Uk,SR008,0,7359.2
INV101961,P0109,Product 109,Toyz ,1,989.21,30-10-2023 00:37,C001284,55,Male,Frnace,SR011,0,989.21
INV119611,P0165,Product 165,Beauty,3,546.34,09-12-2023 17:05,C004431,,Female,Germany,SR007,0,1639.02
INV179227,P0195,Product 195,Fashon,3 units,793.95,06-04-2023 08:38,C001896,31,Female,Frnace,SR019,0,2381.85
INV171144,P0010,Product 10,Home Decor,2,776.15,22-04-2023 15:06,C000064,22,Female,UK,SR001,0,1552.3
INV110080,P0169,Product 169,GROCERY,9,594.83,08-07-2023 10:37,C003227,63,Female,Australia,SR007,0,5353.47
INV103250,P0184,Product 184,Electronics,4,888.81,44954,C000789,50,,Germny,SR020,0,3555.24
INV162820,P0193,Product 193,Electronics,3,609.32,26-06-2023 16:51,C002184,24,Male,Frnace,SR003,0,1827.96
INV187203,P0148,Product 148,Toyz,8,694.38,23-06-2023 14:27,C000417,45,Female,Inda,SR013,0,5555.04
INV140258,P0082,Product 82,Health,9,$533.74,07-05-2023 23:03,C004004,5,Female,Germany,SR005,0,4803.66
INV152469,P0074,Product 74,Home decors,7,745.12,01-11-2023 21:46,C003865,40,Male,Uk,SR017,0,5215.84
INV164909,P0182,Product 182,Toys,8,$101.91,01-11-2023 03:52,C004067,29,Male,Uk,SR015,0,815.28
INV134286,P0148,Product 148,Toyz,6,182.68,14-09-2023 03:26,C000700,42,Male,Germany,SR002,0,1096.08
INV197495,P0040,Product 40,Toyz,3,5.28,45286,C001437,,Male,Untied States,SR011,0,15.84
INV129375,P0125,Product 125,electronisc ,8 units,$333.38,28-08-2023 13:44,C001459,,MALE,Australia,SR007,0,2667.04
INV121135,P0080,Product 80,Health,2,48.47,17-10-2023 14:00,C004786,26,Female,Australia,SR005,0,96.94
INV138555,P0012,Product 12,Fashon,3,770.65,"Apr 21, 2023 07:41 AM",C002785,29,Female,Frnace,SR002,0,2311.95
INV17380,P0168,Product 168,electronisc,5,17.31,01-06-2023 21:21,C003965,38,Male,India,SR010,0,86.55
INV130412,P0139,Product 139 ***,Fashon,4,208.13,18-01-2023 16:05,C004797,32,Male,Germany,SR019,0,832.52
INV154302,P0183,Product 183,Automotive,5,210.39,"Aug 17, 2023 09:45 AM",C001832,23,Male,Germany,SR003,0,1051.95
INV149613,P0177,Product 177,Home Decor,6,875.24,23-10-2023 13:29,C000191,49,Female,Canad,SR013,0,5251.44
INV125977,P0007,Product 7,electronisc,4,95.69,04-05-2023 03:26,C000801 ,30,Female,India,SR002,0,382.76
INV187422,P0082,Product 82,Health,4,318.3,21-02-2023 18:28,C004052,41,M,Germany,SR016,0,1273.2
INV135875,P0037,Product 37,Beauty,6,983.7,45282,C002558,,Female,India,SR012,0,5902.2
INV140049,P0184,Product 184,Electronics,5,$316.52,44963,C000219,29,Female,Inda,SR002,0,1582.6
INV159602,P0200,Product 200  - damaged,Home Decor,3,827.36,07-03-2023 07:43,C001160,61,Male,Untied States,SR016,0,2482.08
INV123436,P0149,Product 149,Beauty,1,229.6,21-05-2023 17:41,C001451,20,F,Frnace,SR006,0,229.6
INV145802,P0059,Product 59,home decor,1,881.64,22-01-2023 13:31,C003853,18,Male,Frnace,SR010,0,881.64
INV196248,P0154,Product 154,Fashion,2,655.53,01-08-2023 15:18,C002130,23,Female,Inda,SR013,0,1311.06
INV149497,P0039,Product 39,SPORTS,4,495.98,07-08-2023 21:00,C003848,31,Fem,India,SR015,0,1983.92
INV113040,P0146,Product 146,Fashion,3,559.34,29-05-2023 17:39,C000250,49,Male,Untied States,SR014,0,1678.02
INV199932,P0106,Product 106 ###,Books,5,831.39,29-10-2023 16:31,C003624,35,Female,Australia,SR005,0,4156.95
INV138015,P0155,Product 155,Beauty,2 units,783.49,18-12-2023 18:14,C001712,26,Female,U S A,SR016,0,1566.98
INV127985,P0091,Product 91,Automotive,1,20.06,45075,C003060,19,Female,Australia,SR006,0,20.06
INV174829,P0033,Product 33,beauty ,4,763.37,29-01-2023 23:47,C004536,36,Female,India,SR012,0,3053.48
INV157161,P0011,Product 11,Fashion,3 units,186.69,44941,C002528,40,Male,Uk,SR011,0,560.07
INV156910,P0002,Product 2,beauty ,2,349.68,24-12-2023 15:18,1471,55,Male,Germany,SR004,0,699.36
INV104966,P0122,Product 122,Grocery,8,143.55,08-07-2023 15:26,C002689,68,Female,Canad,SR013,0,1148.4
INV102099,P0162,Product 162,electronisc,2,799.55,14-06-2023 09:56,C003061,42,Female,Frnace,SR006,0,1599.1
INV169467,P0124,Product 124,FASHON,6,154.01,02-08-2023 16:25,C003780,52,Male,Frnace,SR018,0,924.06
INV196011,P0156,Product 156,Electronics,6,214.27,45133,C003231,29,Female,India,SR002,0,1285.62
INV170439,P0088,Product 88,Beauty,1,545.65,02-12-2023 17:58,C004985,46,Female,Germny,SR001,0,545.65
INV193678,P0200,Product 200,Home Decor,8,59.33,"Mar 06, 2023 04:22 PM",C004363,25,Female,U S A,SR012,0,474.64
INV181676,P0028,Product 28  - damaged,Toys,2,999.96,01-09-2023 16:32,666,43,Male,France,SR012,0,1999.92
INV177302,P0175,Product 175,Home Decor,8,638.6,17-11-2023 08:25,C004794,67,Female,Inda,SR020,0,5108.8
INV124772,P0145,Product 145,Toys,3,849.92,30-07-2023 06:35,C002638 ,34,Female,France,SR017,0,2549.76
INV142963,P0114,Product 114,BEAUTY ,1,866.81,28-06-2023 01:58,C002350,38,Male,Frnace,SR011,0,866.81
INV120559,P0009,Product 9,Automotive,-2,520.24,05-09-2023 04:32,C003546,20,Female,UK,SR005,1,-1040.48
INV126048,P0059,Product 59,home decor ,3 units,169.63,24-02-2023 03:38,C003263,40,Female,Canada,SR010,0,508.89
INV119923,P0102,Product 102,Toys,-4,412.25,07-11-2023 05:49,C001018,44,Female,Uk,SR020,1,-1649
INV143344,P0122,Product 122,Grocery,6,845.27,06-02-2023 05:32,C003652,68,male,Canada,SR011,0,5071.62
INV175073,P0090,Product 90,Fashon,4,433.94,45063,C001432,28,Male,UK,SR006,0,1735.76
INV195842,P0183,Product 183,Automotive,5,654.04,26-03-2023 11:10,C002922,37,Female,Canada,SR008,0,3270.2
INV154537,P0182,Product 182,Toys,4 units,809.26,26-08-2023 06:43,C003479,57,,Australia,SR011,0,3237.04
INV134483,P0003,Product 3,electronisc,6,885.09,45110,C004246,47,Female,Australia,SR017,0,5310.54
INV125733,P0136,Product 136,Beauty ,9,296.98,21-09-2023 11:51,C000952,64,Male,UK,SR007,1,2672.82
INV155494,P0011,Product 11,Fashion,4,61.64,19-08-2023 02:42,C000927,22,Female,Inda,SR006,0,246.56
INV130977,P0066,Product 66,Toys,1,909.91,05-10-2023 16:13,C004617,43,Male,India,SR020,0,909.91
INV160276,P0172,Product 172,Health,5,78.12,45206,C003756,30,Fem,Germany,SR013,0,390.6
INV100526,P0002,Product 2,beauty ,7,669.62,45092,C003665,41,Female,Germany,SR003,0,4687.34
INV115119,P0063,Product 63,beauty ,3,459.87,14-05-2023 12:58,C000790,37,Fem,Germany,SR007,0,1379.61
INV111829,P0009,Product 9,Automotive,9,590.78,08-02-2023 09:03,C004929,25,Male,Canada,SR002,0,5317.02
INV152867,P0138,Product 138  - damaged,Books,4,221.7,21-03-2023 00:46,C000866,57,Male,India,SR009,0,$886.80 USD
INV132114,P0164,Product 164,Grocery,1,36.57,44930,C003174,,Female,Inda,SR005,0,36.57
INV162022,P0175,Product 175,Home Decor,5,110.9,45124,C002377,28,Male,Frnace,SR014,0,554.5
INV168682,P0092,,Home Decor,1,932.23,01-02-2023 09:53,,34,Male,Australia,SR004,0,932.23
INV182577,P0197,Product 197,Beauty,7,102.29,08-03-2023 15:00,C003255,37,Male,Uk,SR013,0,716.03
INV111091,P0150,Product 150,Toyz,8,133.87,03-11-2023 09:04,C001555,60,Male,Frnace,SR020,0,1070.96
INV190885,P0034,Product 34,Toys,3,289,03-08-2023 22:06,C003464,66,Male,Canad,SR003,0,867
INV198723,P0020,Product 20,GROCERY,6 units,828.73,19-09-2023 04:28,C003788,47,Female,UK,SR020,0,4972.38
INV160071,P0067,Product 67,Health,4,213.32,17-12-2023 23:42,C002253,19,Female,Inda,SR009,N,853.28
INV190209,P0071,Product 71,electronisc,3,102.01,44971,C001142,19,Female,USA,SR005,0,306.03
INV116836,P0186,Product 186,Books,6,252.41,16-06-2023 07:46,C000432,61,Male,Frnace,SR004,0,1514.46
INV161425,P0135,Product 135,HEALTH,6 units,77.9,17-08-2023 06:35,C000820,34,Male,Australia,SR011,0,467.4
INV122767,P0069,Product 69,Fashon,6,282.2,08-04-2023 03:14,C000628,20,Male,U S A,SR001,0,1693.2
INV195101,P0036,Product 36,Automotive,-3,729.58,16-05-2023 03:32,C002477,28,Female,Austalia,SR020,1,-2188.74
INV199859,P0026,Product 26,Toys,9,815.12,05-10-2023 23:51,C001965,54,Female,Australia,SR002,0,7336.08
INV158844,P0063,Product 63,beauty ,9,967.5,45286,,18,Female,UK,SR004,0,8707.5
INV136895,P0187,Product 187,HOME DECOR,5,188.65,12-09-2023 18:14,C000512,39,Female,Frnace,SR011,0,943.25
INV170052,P0184,,Electronics,4,484.98,18-08-2023 03:52,C000745,23,Female,Austalia,SR014,N,1939.92
INV180002,P0106,Product 106,Books,-1,805.46,21-12-2023 05:03,C003292,31,Female,Untied States,SR014,1,-805.46
INV114756,P0104,Product 104,beauty ,3,549.9,31-05-2023 17:14,,48,Female,Inda,SR017,0,1649.7
INV171015,P0018,Product 18,Toyz,5,206.48,06-10-2023 12:37,C002221,5,Female,France,SR008,0,1032.4
INV126203,P0170,Product 170,GROCERY,1,191.8,"May 10, 2023 01:12 AM",C003219,20,Female,Untied States,SR014,0,191.8
INV184423,P0172,Product 172,Health,3 units,102.83,45056,C004685,42,Female,USA,SR003,0,308.49
INV162027,P0090,,Fashon,7,329.59,02-08-2023 15:36,C001820,62,Female,Canad,SR014,0,2307.13
INV158287,P0194,Product 194,GROCERY,2,962.69,44982,C000246,,Female,UK,SR007,0,1925.38
INV193486,P0110,Product 110,Sports,9,204.25,27-10-2023 14:46,C002225,36,Female,Frnace,SR020,0,1838.25
INV117863,P0078,Product 78,Books ,7,$419.08,16-05-2023 18:44,C000147,39,Female,Canad,SR010,0,2933.56
INV140774,P0136,Product 136,Beauty,-1,222.42,26-03-2023 07:10,C004085,33,Male,Austalia,SR012,1,-222.42
INV152588,P0129,Product 129,home decor,1,308.29,17-08-2023 11:59,C004757,47,Male,Frnace,SR003,0,308.29
INV190586,P0142,Product 142,Toyz,3,280,15-01-2023 09:12,C001977,31,Male,Frnace,SR005,0,840
INV136831,P0016,Product 16,Fashon,3 units,385.34,13-07-2023 07:42,C000787,36,Female,France,SR011,0,1156.02
INV162404,P0003,,electronisc,1,759.29,45059,C004532,57,Female,Untied States,SR015,0,759.29
INV149657,P0197,Product 197,Beauty,6,$221.91,23-10-2023 01:48,C001222 ,62,Female,Canad,SR014,0,1331.46
INV165834,P0171,Product 171,Electronics,6,207.82,05-02-2023 09:38,C001006,58,Male,Frnace,SR003,0,1246.92
INV190951,P0168,Product 168,electronisc,3 units,121.96,03-04-2023 01:14,C003786,57,male,Inda,SR011,0,365.88
INV122146,P0191,Product 191,Toyz,6,26.1,14-02-2023 22:21,C001755,57,Male,India,SR005,0,156.6
INV188895,P0023,Product 23,Fashon,6,980.6,28-04-2023 21:57,C002725,38,Female,India,SR006,0,5883.6
INV145538,P0003,Product 3,electronisc,4 units,495.11,06-02-2023 15:26,C003365,29,Male,Austalia,SR017,0,1980.44
INV100823,P0018,Product 18,Toyz,6,59.55,02-06-2023 17:14,C004969,18,MALE,U S A,SR011,0,357.3
INV171802,P0163,Product 163,Toyz ,1,806.53,18-02-2023 02:03,C001665,37,Female,Inda,SR003,0,806.53
INV165127,P0045,Product 45,GROCERY,9,26.04,"Mar 31, 2023 02:06 AM",C004827,,Male,Australia,SR016,0,234.36
INV118983,P0005,Product 5,Toys,6,442.36,"Mar 09, 2023 09:21 PM",C004335,21,Female,UK,SR008,0,2654.16
INV104416,P0155,Product 155,Beauty,3,459.7,12-08-2023 10:22,C004262,54,Female,India,SR016,0,1379.1
INV127940,P0185,Product 185,electronisc,3,423.32,07-03-2023 20:08,C001540 ,42,Male,Germny,SR004,0,1269.96
INV100281,P0193,Product 193 ###,Electronics,2,485.69,02-09-2023 14:14,C003376,25,Female,Uk,SR013,0,971.38
INV164405,P0190,Product 190,GROCERY,5,629.5,09-01-2023 08:48,C001538,60,Male,Canad,SR005,0,3147.5
INV147854,P0106,Product 106,Books,8,$998.65,26-07-2023 21:30,C001649,19,Male,U S A,SR012,0,7989.2
INV117746,P0060,Product 60,beauty ,4,532.78,07-01-2023 06:24,C004145,21,F,Austalia,SR020,0,2131.12
INV181935,P0050,Product 50,Books,1,972.32,17-08-2023 14:43,C003183,38,Male,U S A,SR010,0,972.32
INV172107,P0168,Product 168,electronisc,8,930.55,45118,C004187,30,Male,U S A,SR006,0,7444.4
INV191525,P0031,Product 31,Health,5,694.88,21-07-2023 10:42,C004710,27,Female,Canada,SR011,0,3474.4
INV134732,P0082,Product 82,Health,4 units,447.11,28-03-2023 18:59,C004361,62,Male,UK,SR003,Y,1788.44
INV175641,P0087,Product 87,GROCERY,7,797.7,22-01-2023 23:11,C003003,58,Female,USA,SR020,0,5583.9
INV168898,P0088,Product 88,Beauty,8,288.64,17-06-2023 06:02,C000105,40,Female,Canad,SR010,0,2309.12
INV137872,P0120,Product 120,BOOKS,7,556.39,"Feb 21, 2023 06:54 PM",C000747,65,Male,U S A,SR010,0,3894.73
INV148350,P0181,Product 181,Automotive,9,927.28,44964,3620,52,Male,India,SR006,0,8345.52
INV143498,P0180,Product 180,ELECTRONICS,6,631.33,44979,C001575,57,Male,Uk,SR013,0,3787.98
INV138202,P0126,Product 126,Toys,4,422.48,"Aug 15, 2023 10:09 PM",C000232,22,Female,Inda,SR008,0,1689.92
INV158669,P0094,Product 94,Home Decor,1,300,23-09-2023 14:32,C003789,24,Male,Frnace,SR018,0,300
INV186782,P0077,Product 77,Beauty,8,257.56,"Jun 06, 2023 03:02 PM",C004342,43,MALE,Canada,SR012,N,2060.48
INV177165,P0102,Product 102,Toys,4,764.28,01-02-2023 15:09,C002328,47,Female,UK,SR005,0,3057.12
INV131869,P0099,Product 99,Electronics,1,527.6,25-01-2023 07:33,C001057,49,Female,Inda,SR008,0,527.6
INV140688,P0060,Product 60,beauty ,9,947.22,18-07-2023 14:49,C000476,200,Female,Uk,SR011,0,8524.98
INV163014,P0039,Product 39,SPORTS,2,79.35,03-01-2023 23:44,C001456,40,Male,Canad,SR009,0,158.7
INV132594,P0167,Product 167,Grocery,2,687.59,26-07-2023 11:13,C003419,26,Female,Untied States,SR013,0,1375.18
INV19158,P0162,Product 162,electronisc,7,308.5,45168,C000756,68,Male,Australia,SR011,0,2159.5
INV154638,P0187,Product 187,Home Decor,5,660.17,26-04-2023 09:44,C003008,51,Female,France,SR007,0,3300.85
INV162895,P0029,Product 29,Sports,5,616.23,31-03-2023 20:19,C002808,38,Female,France,SR004,0,3081.15
INV173527,P0149,Product 149,Beauty,4,750.63,01-12-2023 13:14,C002409,24,Male,Germany,SR016,0,3002.52
INV121738,P0153,Product 153,FASHION,5,425.76,14-10-2023 06:52,C002542,53,Male,USA,SR001,0,2128.8
INV109437,P0115,Product 115,ELECTRONISC,3,747.86,45288,4095,28,Female,Uk,SR009,0,2243.58
INV149012,P0090,Product 90 ###,Fashon,4,$345.49,13-09-2023 07:25,,68,Female,Canada,SR017,0,1381.96
INV156490,P0167,Product 167,Grocery,9 units,299.05,14-07-2023 07:26,C004835,52,Male,Canada,SR006,0,2691.45
INV185938,P0139,Product 139,Fashon,2,5.68,09-10-2023 19:34,C004927,45,Female,Canada,SR005,0,11.36
INV129787,P0063,Product 63,beauty ,1,218.58,45231,C003563,24,Female,Canada,SR020,0,218.58
INV172577,P0171,Product 171,Electronics,3,413.03,18-09-2023 01:02,C003411,50,Female,India,SR015,0,1239.09
INV125509,P0089,Product 89,Home Decor,6,333.78,13-12-2023 04:39,C000216,63,Female,Frnace,SR009,0,2002.68
INV198225,P0178,Product 178  - damaged,Toys,5,964.24,02-11-2023 20:09,C001756,49,Female,Canad,SR006,0,4821.2
INV181502,P0040,Product 40,Toyz,5,$731.39,27-06-2023 04:38,C004693,66,Female,Australia,SR007,0,3656.95
INV153452,P0123,Product 123,Fashon,1,63.87,12-01-2023 15:10,C001756,49,Female,UK,SR016,0,63.87
INV186755,P0123,Product 123,Fashon,6,286.32,16-10-2023 18:11,C003126,49,Male,Canad,SR019,0,1717.92
INV119234,P0130,Product 130,Health,8,232.87,24-06-2023 13:11,C000244,33,Female,Germny,SR014,0,1862.96
INV167048,P0193,Product 193,Electronics,8,326.73,04-03-2023 03:06,C002034,21,Male,Germany,SR014,0,2613.84
INV165093,P0177,Product 177,Home Decor,9,322.72,45106,C000016,37,Female,Australia,SR014,0,2904.48
INV179344,P0172,Product 172,Health,3,368.66,45275,C003358,68,Male,France,SR014,0,1105.98
INV111084,P0098,Product 98,Home Decor,2,266.1,27-02-2023 15:06,C000604,34,Male,Canad,SR007,0,532.2
INV147150,P0047,Product 47,Sports,5,359.63,13-11-2023 10:38,C004622,66,Male,Frnace,SR015,0,1798.15
INV156229,P0022,Product 22,beauty ,4,345.24,07-07-2023 08:30,C002819,24,F,India,SR019,0,1380.96
INV167460,P0073,Product 73,AUTOMOTIVE ,5,660.07,11-09-2023 10:07,2582,51,Female,Canad,SR001,0,3300.35
INV177891,P0042,Product 42  [refurbished],Automotive,5,675.98,45233,,20,Female,UK,SR010,1,3379.9
INV140850,P0077,Product 77,Beauty,3,16.65,25-04-2023 21:04,C004917,51,Male,Germny,SR003,0,$49.95 USD
INV100183,P0194,Product 194,GROCERY,4,394.7,20-02-2023 06:46,C003728,34,Female,Germny,SR013,0,1578.8
INV120268,P0075,Product 75,Home Decor,3,913.93,09-03-2023 04:53,C004940,,Male,Germny,SR006,0,2741.79
INV145721,P0091,Product 91,Automotive,4,89.89,45239,C003254,31,,U S A,SR008,0,359.56
INV186894,P0021,Product 21,BEAUTY ,4,598.84,06-08-2023 00:05,C003573,35,Female,Australia,SR005,0,2395.36
INV109880,P0079,Product 79,Toys,3,365.68,23-06-2023 14:35,C004188,48,Male,UK,SR012,0,1097.04
INV168211,P0001,Product 1,Toys,7,496.72,10-06-2023 11:32,C002725,,female,Austalia,SR013,0,3477.04
INV12268,P0170,Product 170  - damaged,GROCERY,2,294.18,14-06-2023 10:34,,41,Male,Germany,SR018,,588.36
INV101750,P0163,Product 163,Toyz,3,762.07,23-07-2023 09:21,C004816,67,Female,UK,SR020,0,2286.21
INV142247,P0106,Product 106,Books,9,14.53,27-01-2023 09:14,C004662,50,Male,UK,SR014,0,130.77
INV196111,P0019,Product 19,Books,2 units,$468.24,21-09-2023 15:53,C003976,45,Female,India,SR009,0,936.48
INV123092,P0011,Product 11,Fashion,8,302.98,30-01-2023 23:08,C004692,24,F,France,SR004,0,2423.84
INV119781,P0138,Product 138,Books,1,988.02,45004,1295,29,Male,Uk,SR020,0,988.02
INV114152,P0193,Product 193,Electronics,7,21.2,09-08-2023 17:18,C000535,27,Female,Australia,SR017,0,148.4
INV180421,P0139,Product 139,Fashon,5,400.98,19-08-2023 08:45,C004234,60,Female,Uk,SR005,0,2004.9
INV162422,P0008,Product 8,Sports,3,38.3,45159,C001163,39,Male,Inda,SR011,0,114.9
INV194889,P0168,Product 168,electronisc ,5,$180.49,04-05-2023 17:48,C000495,42,Male,Untied States,SR018,0,902.45
INV105567,P0182,Product 182,Toys,5,$307.85,45239,C000879,19,Female,Untied States,SR009,0,1539.25
INV198190,P0056,Product 56,SPORTS,4,781.07,22-11-2023 13:35,C001064,33,Male,Austalia,SR012,0,3124.28
INV169040,P0050,Product 50,Books,3,477.22,09-07-2023 01:02,C000368,28,Male,India,SR014,0,1431.66
INV196206,P0030,Product 30,SPORTS,3 units,44.72,14-02-2023 20:11,C004420,58,Male,India,SR004,0,134.16
INV126335,P0184,Product 184,Home decors,8,544.09,02-11-2023 10:28,C004385,46,Female,Canada,SR005,0,4352.72
INV167969,P0068,Product 68,Electronics,9,988.78,21-06-2023 16:59,C000124,41,Male,Germny,SR015,0,8899.02
INV178301,P0112,Product 112,Toys,3,395.19,19-01-2023 01:48,C001426,54,Male,Inda,SR013,0,1185.57
INV123620,P0175,Product 175,Home Decor,-1,924.73,"Jul 29, 2023 01:28 PM",C000774,68,Male,Austalia,SR002,1,-924.73
INV108700,P0184,Product 184,ELECTRONICS,2,977.26,30-01-2023 11:05,C001074,45,Male,Canad,SR009,0,1954.52
INV198680,P0031,Product 31,Health,6,908.08,05-11-2023 22:52,C004999 ,,Female,UK,SR004,0,"$5,448.48 USD"
INV14867,P0191,Product 191,Toyz,9,917.52,45107,C002434,33,Male,USA,SR017,0,8257.68
INV192800,P0038,Product 38,Home Decor,2,447.96,02-09-2023 03:51,C003533,38,Female,Frnace,SR017,N,895.92
INV148259,P0163,Product 163,Toyz,7 units,725.57,04-07-2023 20:24,C003140,55,Female,India,SR012,0,5078.99
INV192821,P0141,Product 141 ###,Health,9,537.34,27-07-2023 13:10,C002328,47,Female,Canada,SR015,0,4836.06
INV100920,P0138,Product 138,Books,3 units,939.51,27-09-2023 17:29,C003620,52,Male,India,SR016,,2818.53
INV162902,P0186,Product 186,Books,8,714.01,28-11-2023 15:22,C003102,24,Male,Inda,SR012,0,5712.08
INV124080,P0165,Product 165,Beauty,1,808.98,14-01-2023 00:06,C000009,69,Female,Canada,SR007,0,808.98
INV170104,P0162,Product 162,electronisc,3,12.65,05-06-2023 13:26,,42,Male,Germany,SR017,0,37.95
INV130974,P0012,Product 12,Fashon,3 units,905.49,25-10-2023 04:04,C004990,61,Female,Untied States,SR011,0,2716.47
INV152776,P0149,Product 149,Beauty,6,238,21-11-2023 23:04,C000149,66,Male,Frnace,SR015,0,1428
INV185063,P0094,Product 94,Home Decor ,7 units,820.44,14-10-2023 11:26,C002386,39,Male,Frnace,SR012,0,5743.08
INV115229,P0094,Product 94,Home Decor,8,$503.22,45036,C002906 ,53,Female,Canada,SR014,0,4025.76
INV105465,P0019,Product 19,Books,1,10.78,06-03-2023 07:04,C001547,60,Female,Germany,SR014,0,10.78
INV111020,P0129,Product 129,home decor,3,865.67,45263,C003967,36,MALE,Australia,SR003,0,2597.01
INV199309,P0190,Product 190 ***,GROCERY,5,32.45,29-03-2023 08:31,C002631,25,Female,Germny,SR019,0,162.25
INV136505,P0102,Product 102,Toys,5,540.37,24-06-2023 22:42,C003490,58,Female,Germny,SR006,0,2701.85
INV152905,P0160,Product 160,Grocery,9,472.07,08-12-2023 11:55,C002003,25,MALE,USA,SR018,0,4248.63
INV186214,P0072,Product 72,Toyz,4 units,739.96,21-03-2023 21:53,,21,Female,India,SR009,0,2959.84
INV104608,P0096,Product 96,beauty ,4,648.24,11-03-2023 17:46,C002051,58,Female,Inda,SR003,,2592.96
INV150233,P0072,Product 72,Toyz,2,864.9,19-09-2023 01:22,C003286,34,Male,Frnace,SR020,0,1729.8
INV112703,P0108,Product 108 ***,Toys,6,485.37,16-04-2023 02:20,C004422,30,Male,Canad,SR002,0,2912.22
INV177437,P0090,Product 90,Fashon,2,$252.33,23-10-2023 13:12,3733,45,Female,Uk,SR014,0,504.66
INV103637,P0066,Product 66,Toys,8,848.98,15-04-2023 09:25,C001602,44,Female,Canada,SR003,0,6791.84
INV172915,P0106,Product 106,Books,8,$138.94,13-03-2023 22:48,C000011,66,Female,Canad,SR004,0,1111.52
INV17281,P0083,Product 83,Automotive,1,449.7,45030,,43,Female,Untied States,SR001,0,449.7
INV153401,P0200,Product 200,Home Decor,5,647.43,22-08-2023 14:35,C001888 ,25,Male,Australia,SR014,0,3237.15
INV133825,P0085,Product 85,Fashion,8 units,229.16,19-08-2023 17:02,C002349,47,Male,Inda,SR013,0,1833.28
INV136463,P0057,Product 57,Automotive,1,663.53,18-05-2023 03:21,C004618,37,Male,Untied States,SR006,0,663.53
INV157035,P0059,Product 59,home decor,7,779.63,45028,C001333,65,Male,Untied States,SR014,0,5457.41
INV189435,P0164,Product 164,Grocery,6,440.61,08-06-2023 17:45,C000542,18,Female,France,SR013,0,2643.66
INV172230,P0171,Product 171 ###,ELECTRONICS,1,255.3,45088,C003594,66,MALE,Inda,SR017,0,255.3
INV190185,P0110,Product 110,Sports,9,706.69,45227,C003318,38,Male,Uk,SR009,0,6360.21
INV190733,P0075,Product 75,Home Decor,7,20.36,23-08-2023 15:32,C004999,58,Female,Untied States,SR008,0,142.52
INV124568,P0133,Product 133,Grocery,3,559.81,22-05-2023 17:36,C001692,63,Female,Germny,SR013,0,1679.43
INV126031,P0142,Product 142,Toyz,1,615.52,07-08-2023 21:18,,44,Female,USA,SR016,0,615.52
INV170946,P0040,Product 40,Toyz ,9,683.23,16-11-2023 00:28,C002366,,Female,Untied States,SR007,0,6149.07
INV175869,P0030,Product 30,SPORTS,9,77.41,02-05-2023 17:06,C001284,55,Male,Canada,SR010,0,696.69
INV183801,P0086,Product 86,Electronics,4,71.51,18-05-2023 06:12,C003769,59,Male,Canada,SR016,0,286.04
