Transaction_ID,Date,Customer_ID,Customer_Age,Gender,Location,Product_Category,Product_Name,Unit_Price,Quantity,Discount_Applied,Total_Revenue,Payment_Method,Delivery_Time_Days,Customer_Rating
TXN26100,06-11-2024,CUST_4877,37,Female,Germany,Beauty,Face Wash,78.83,2,0.3,110.36,Credit Card,4,3.8
TXN26101,06-11-2024,CUST_21004,32,Male,UAE,Apparel,Winter Jacket,38.8,2,0.16,65.18,Credit Card,15,2.4
TXN26102,06-11-2024,CUST_11562,33,Male,Germany,Electronics,4K Smart TV,65.46,5,0.28,235.66,Bank Transfer,11,1.5
TXN26103,06-11-2024,CUST_17646,45,Male,UAE,Sports,Dumbbell Set,121.48,4,0.27,354.72,Bank Transfer,14,1.5
TXN26104,06-11-2024,CUST_10542,18,Male,India,Apparel,Cotton T-Shirt,27.39,3,0.18,67.38,PayPal,5,3.1
TXN26105,06-11-2024,CUST_10639,29,Male,India,Electronics,Gaming Laptop,390.71,4,0.27,1140.87,Credit Card,9,4.5
TXN26106,06-11-2024,CUST_13140,18,Male,Germany,Electronics,Gaming Laptop,664.56,4,0.16,2232.92,Credit Card,11,2.2
TXN26107,06-11-2024,CUST_19777,23,Male,Pakistan,Apparel,Winter Jacket,37.76,4,0.24,114.79,Credit Card,8,4.9
TXN26108,06-11-2024,CUST_14822,59,Male,UK,Beauty,Face Wash,63.31,4,0.16,212.72,Credit Card,15,1.2
TXN26109,06-11-2024,CUST_22459,40,Male,India,Beauty,Moisturizing Cream,73.44,2,0.16,123.38,Credit Card,4,4.6
TXN26110,06-11-2024,CUST_17485,44,Female,UAE,Beauty,Lipstick Set,65.22,5,0.16,273.92,Credit Card,4,4.5
TXN26111,06-11-2024,CUST_19169,34,Female,USA,Electronics,Wireless Noise-Canceling Headphones,250.7,2,0.15,426.19,Crypto,15,1.6
TXN26112,06-11-2024,CUST_9185,42,Female,Germany,Apparel,Winter Jacket,68.15,5,0.22,265.79,PayPal,6,3.8
TXN26113,06-11-2024,CUST_14197,18,Male,UK,Apparel,Denim Jeans,147.11,5,0.16,617.86,Credit Card,10,3.8
TXN26114,06-11-2024,CUST_5809,45,Female,India,Home & Kitchen,Microwave Oven,141.22,4,0.24,429.31,Credit Card,8,3.1
TXN26115,06-11-2024,CUST_6636,26,Female,Pakistan,Beauty,Lipstick Set,56.03,3,0.16,141.2,Bank Transfer,4,3.9
TXN26116,06-11-2024,CUST_17499,29,Male,UK,Electronics,4K Smart TV,1135.37,2,0.19,1839.3,PayPal,9,4.9
TXN26117,06-11-2024,CUST_16714,40,Female,Pakistan,Sports,Yoga Mat,179.49,2,0.28,258.47,PayPal,10,4.5
TXN26118,06-11-2024,CUST_14264,38,Male,USA,Beauty,Hair Serum,23.29,5,0.29,82.68,Bank Transfer,9,4.8
TXN26119,06-11-2024,CUST_17271,35,Female,Pakistan,Home & Kitchen,Vacuum Cleaner,89.51,5,0.21,353.56,Credit Card,8,3.1
TXN26120,06-11-2024,CUST_12626,21,Female,UAE,Sports,Tennis Racket,85.91,3,0.23,198.45,Credit Card,6,3.8
TXN26121,06-11-2024,CUST_10454,35,Non-binary,Germany,Sports,Tennis Racket,134.35,4,0.17,446.04,Bank Transfer,8,3.4
TXN26122,06-11-2024,CUST_11016,44,Male,Germany,Apparel,Denim Jeans,23.68,4,0.25,71.04,Credit Card,6,4.7
TXN26123,06-11-2024,CUST_19980,29,Non-binary,India,Apparel,Winter Jacket,76,3,0.15,193.8,PayPal,11,2.4
TXN26124,06-11-2024,CUST_17640,48,Male,UAE,Sports,Dumbbell Set,49.94,3,0.19,121.35,Crypto,14,2.2
TXN26125,06-11-2024,CUST_5562,26,Non-binary,UK,Home & Kitchen,Microwave Oven,107.14,2,0.23,165,PayPal,3,3.2
TXN26126,06-11-2024,CUST_18422,35,Female,India,Beauty,Perfume,78.2,4,0.29,222.09,Bank Transfer,10,4.7
TXN26127,06-11-2024,CUST_12894,50,Non-binary,UAE,Sports,Cycling Helmet,24.12,4,0.21,76.22,Credit Card,11,1
TXN26128,06-11-2024,CUST_19445,28,Male,USA,Sports,Tennis Racket,62.91,2,0.19,101.91,Bank Transfer,8,3.1
TXN26129,06-11-2024,CUST_11587,45,Non-binary,UAE,Sports,Football,169.92,2,0.24,258.28,PayPal,3,3.1
TXN26130,06-11-2024,CUST_12512,54,Female,India,Apparel,Formal Shirt,142.39,2,0.26,210.74,PayPal,7,3.4
TXN26131,06-11-2024,CUST_12406,36,Male,Pakistan,Beauty,Face Wash,79.65,3,0.16,200.72,Credit Card,9,4.3
TXN26132,06-11-2024,CUST_21748,29,Male,UK,Apparel,Winter Jacket,126.95,5,0.27,463.37,Credit Card,5,3
TXN26133,06-11-2024,CUST_5526,27,Male,Germany,Beauty,Face Wash,66.86,5,0.2,267.44,Credit Card,14,2.6
TXN26134,06-11-2024,CUST_13442,48,Female,Germany,Beauty,Moisturizing Cream,80,2,0.19,129.6,Credit Card,13,2.3
TXN26135,06-11-2024,CUST_21972,47,Male,India,Home & Kitchen,Air Fryer,91.05,2,0.25,136.57,Credit Card,4,3.9
TXN26136,06-11-2024,CUST_19339,49,Male,UK,Beauty,Moisturizing Cream,72.47,3,0.19,176.1,PayPal,14,2.6
TXN26137,06-11-2024,CUST_18944,34,Male,UAE,Apparel,Formal Shirt,92.94,4,0.29,263.95,Credit Card,11,2
TXN26138,06-11-2024,CUST_9737,45,Male,Germany,Electronics,4K Smart TV,846.51,3,0.3,1777.67,Credit Card,2,4.5
TXN26139,06-11-2024,CUST_15764,34,Female,Germany,Home & Kitchen,Coffee Maker,262.87,5,0.3,920.04,Credit Card,12,1.2
TXN26140,06-11-2024,CUST_15849,26,Female,USA,Apparel,Formal Shirt,94.35,2,0.27,137.75,PayPal,5,4.7
TXN26141,06-11-2024,CUST_8956,46,Male,Germany,Home & Kitchen,Blender,277.89,5,0.19,1125.45,PayPal,2,4.9
TXN26142,06-11-2024,CUST_16208,51,Male,UAE,Home & Kitchen,Blender,51.2,5,0.18,209.92,PayPal,13,2.7
TXN26143,06-11-2024,CUST_13267,24,Male,Pakistan,Apparel,Winter Jacket,59.44,3,0.22,139.09,Credit Card,15,1.8
TXN26144,06-11-2024,CUST_22098,24,Male,India,Apparel,Cotton T-Shirt,54.04,3,0.17,134.56,Credit Card,2,3.7
TXN26145,06-11-2024,CUST_19008,35,Male,UAE,Beauty,Perfume,31.7,3,0.28,68.47,Credit Card,12,2.4
TXN26146,07-11-2024,CUST_21185,44,Female,UK,Home & Kitchen,Microwave Oven,220.01,4,0.23,677.63,PayPal,2,3.5
TXN26147,07-11-2024,CUST_4681,23,Male,Pakistan,Electronics,Wireless Noise-Canceling Headphones,980.92,2,0.18,1608.71,Bank Transfer,8,3
TXN26148,07-11-2024,CUST_8828,37,Male,USA,Sports,Cycling Helmet,37.31,4,0.22,116.41,PayPal,4,3
TXN26149,07-11-2024,CUST_7120,29,Female,USA,Apparel,Formal Shirt,63.23,2,0.22,98.64,Credit Card,6,4.7
TXN26150,07-11-2024,CUST_17941,42,Male,USA,Home & Kitchen,Air Fryer,89.78,3,0.2,215.47,Bank Transfer,8,3
TXN26151,07-11-2024,CUST_13437,27,Male,UAE,Beauty,Hair Serum,5.71,2,0.21,9.02,Credit Card,6,4.2
TXN26152,07-11-2024,CUST_13179,42,Female,Pakistan,Apparel,Cotton T-Shirt,57.35,3,0.2,137.64,Credit Card,3,3.5
TXN26153,07-11-2024,CUST_5102,33,Female,UK,Apparel,Formal Shirt,72.27,4,0.23,222.59,PayPal,1,3.5
TXN26154,07-11-2024,CUST_5862,25,Male,UK,Electronics,Smartphone 128GB,189.92,2,0.2,303.87,PayPal,1,4
TXN26155,07-11-2024,CUST_19007,35,Female,Pakistan,Sports,Tennis Racket,168.5,5,0.19,682.43,PayPal,14,2.5
TXN26156,07-11-2024,CUST_21363,18,Female,UAE,Beauty,Moisturizing Cream,61.41,4,0.24,186.69,Credit Card,14,2
TXN26157,07-11-2024,CUST_5640,29,Female,USA,Apparel,Running Shoes,131.32,3,0.16,330.93,Credit Card,7,3.7
TXN26158,07-11-2024,CUST_23654,38,Female,UK,Home & Kitchen,Vacuum Cleaner,217.24,3,0.18,534.41,Credit Card,4,3.1
TXN26159,07-11-2024,CUST_14130,18,Non-binary,Pakistan,Apparel,Formal Shirt,11.56,5,0.18,47.4,Bank Transfer,15,1.2
TXN26160,07-11-2024,CUST_13493,18,Female,Germany,Beauty,Perfume,48.28,5,0.26,178.64,Credit Card,8,4.2
TXN26161,07-11-2024,CUST_19203,18,Non-binary,UAE,Apparel,Winter Jacket,89.89,5,0.2,359.56,Credit Card,5,4
TXN26162,07-11-2024,CUST_16053,48,Female,UK,Electronics,Gaming Laptop,756.46,3,0.22,1770.12,Credit Card,1,4.3
TXN26163,07-11-2024,CUST_5131,34,Female,India,Electronics,Smartwatch,1461.82,3,0.18,3596.08,Crypto,14,1.3
TXN26164,07-11-2024,CUST_8882,29,Female,USA,Sports,Yoga Mat,119.77,2,0.26,177.26,Bank Transfer,13,1.5
TXN26165,07-11-2024,CUST_10313,44,Non-binary,UAE,Sports,Football,64.72,2,0.16,108.73,Credit Card,15,1.3
TXN26166,07-11-2024,CUST_10989,30,Non-binary,Germany,Electronics,Smartwatch,1079.1,2,0.18,1769.72,PayPal,12,2
TXN26167,07-11-2024,CUST_5855,37,Female,USA,Beauty,Hair Serum,23.53,3,0.29,50.12,Credit Card,9,3.8
TXN26168,07-11-2024,CUST_23057,35,Female,Germany,Electronics,4K Smart TV,139.2,5,0.19,563.76,Credit Card,6,3
TXN26169,07-11-2024,CUST_4906,30,Male,UK,Electronics,Smartwatch,192.32,3,0.24,438.49,PayPal,6,4.4
TXN26170,07-11-2024,CUST_21021,37,Female,Germany,Beauty,Hair Serum,70.94,2,0.21,112.09,Crypto,3,3.4
TXN26171,07-11-2024,CUST_14854,42,Female,India,Electronics,Smartwatch,1225.66,3,0.27,2684.2,Credit Card,9,4.6
TXN26172,07-11-2024,CUST_19639,33,Male,UK,Sports,Tennis Racket,167.82,4,0.17,557.16,Bank Transfer,14,2.1
TXN26173,07-11-2024,CUST_16680,30,Male,USA,Electronics,4K Smart TV,230.66,3,0.2,553.58,Bank Transfer,10,3.5
TXN26174,07-11-2024,CUST_5616,31,Male,UK,Apparel,Cotton T-Shirt,80.5,5,0.16,338.1,Credit Card,10,3.1
TXN26175,07-11-2024,CUST_12002,18,Female,USA,Home & Kitchen,Microwave Oven,93.79,5,0.22,365.78,PayPal,2,4.3
TXN26176,07-11-2024,CUST_22496,37,Female,Germany,Apparel,Cotton T-Shirt,110.77,3,0.27,242.59,Credit Card,5,3.5
TXN26177,07-11-2024,CUST_16892,22,Male,UAE,Home & Kitchen,Blender,218.87,5,0.16,919.25,PayPal,11,2.2
TXN26178,07-11-2024,CUST_21904,41,Non-binary,India,Electronics,Gaming Laptop,1131.63,2,0.24,1720.08,Credit Card,14,2.5
TXN26179,07-11-2024,CUST_20561,34,Female,Pakistan,Home & Kitchen,Microwave Oven,133.68,4,0.24,406.39,PayPal,6,4.1
TXN26180,07-11-2024,CUST_13019,36,Female,Germany,Apparel,Cotton T-Shirt,126.19,2,0.25,189.28,Credit Card,14,2.6
TXN26181,07-11-2024,CUST_7372,42,Female,UAE,Sports,Yoga Mat,32.08,2,0.23,49.4,PayPal,14,1.4
TXN26182,07-11-2024,CUST_23881,25,Female,UK,Apparel,Cotton T-Shirt,58.95,4,0.19,191,Bank Transfer,4,3.2
TXN26183,07-11-2024,CUST_18541,38,Female,UAE,Electronics,Wireless Noise-Canceling Headphones,182.46,3,0.24,416.01,Credit Card,1,4.9
TXN26184,07-11-2024,CUST_11952,37,Non-binary,UAE,Apparel,Cotton T-Shirt,87.29,5,0.23,336.07,Credit Card,11,1.3
TXN26185,07-11-2024,CUST_16576,33,Male,Germany,Apparel,Running Shoes,141.13,5,0.24,536.29,Credit Card,9,4.2
TXN26186,07-11-2024,CUST_12696,25,Male,UK,Apparel,Running Shoes,139.94,3,0.15,356.85,Credit Card,3,4.1
TXN26187,07-11-2024,CUST_19527,40,Female,Germany,Home & Kitchen,Blender,247.96,5,0.18,1016.64,Bank Transfer,8,3.8
TXN26188,07-11-2024,CUST_17674,42,Female,Germany,Beauty,Hair Serum,54.77,3,0.27,119.95,PayPal,8,3
TXN26189,07-11-2024,CUST_20032,36,Male,India,Apparel,Formal Shirt,80.59,5,0.2,322.36,Credit Card,3,4.2
TXN26190,07-11-2024,CUST_8295,24,Male,UK,Home & Kitchen,Air Fryer,124.26,4,0.15,422.48,Credit Card,2,4.8
TXN26191,07-11-2024,CUST_8818,29,Female,India,Apparel,Running Shoes,114.72,5,0.18,470.35,Credit Card,12,1.9
TXN26192,07-11-2024,CUST_20141,34,Female,Germany,Electronics,Wireless Noise-Canceling Headphones,855.57,3,0.24,1950.7,Credit Card,11,1.6
TXN26193,07-11-2024,CUST_18764,41,Female,Germany,Beauty,Moisturizing Cream,69.3,4,0.15,235.62,PayPal,9,4.4
TXN26194,07-11-2024,CUST_11855,19,Female,UK,Sports,Cycling Helmet,166.68,5,0.19,675.05,Bank Transfer,4,3.6
TXN26195,07-11-2024,CUST_9715,29,Male,UAE,Apparel,Formal Shirt,50.96,4,0.25,152.88,PayPal,12,2.2
TXN26196,07-11-2024,CUST_5669,30,Female,India,Apparel,Running Shoes,61.51,5,0.26,227.59,Credit Card,11,2.7
TXN26197,07-11-2024,CUST_15713,34,Female,Pakistan,Electronics,4K Smart TV,295.22,3,0.17,735.1,PayPal,8,3.9
TXN26198,07-11-2024,CUST_20412,21,Female,India,Electronics,Gaming Laptop,1043.79,5,0.25,3914.21,PayPal,2,3.9
TXN26199,07-11-2024,CUST_7864,32,Female,Germany,Electronics,Wireless Noise-Canceling Headphones,733.34,2,0.25,1100.01,Credit Card,15,1.3
TXN26200,07-11-2024,CUST_14376,31,Male,USA,Apparel,Cotton T-Shirt,137.77,3,0.16,347.18,PayPal,12,2.6
TXN26201,07-11-2024,CUST_18908,24,Female,UAE,Apparel,Denim Jeans,135.62,2,0.18,222.42,Bank Transfer,3,4.2
TXN26202,07-11-2024,CUST_5309,33,Male,India,Home & Kitchen,Microwave Oven,238.38,5,0.22,929.68,Bank Transfer,8,3.4
TXN26203,07-11-2024,CUST_20645,29,Male,Pakistan,Apparel,Cotton T-Shirt,104.63,3,0.25,235.42,Credit Card,5,3.9
TXN26204,07-11-2024,CUST_15764,39,Female,UAE,Beauty,Moisturizing Cream,29.71,3,0.3,62.39,Credit Card,3,3
TXN26205,07-11-2024,CUST_5431,26,Female,USA,Beauty,Face Wash,48.53,3,0.2,116.47,Credit Card,7,3.9
TXN26206,07-11-2024,CUST_10561,35,Non-binary,India,Electronics,Smartwatch,213.93,2,0.27,312.34,PayPal,11,2.8
TXN26207,07-11-2024,CUST_19941,26,Female,USA,Home & Kitchen,Coffee Maker,191.46,2,0.17,317.82,Credit Card,2,4.9
TXN26208,07-11-2024,CUST_6420,29,Male,Germany,Electronics,Gaming Laptop,964.87,4,0.2,3087.58,Credit Card,9,4.3
TXN26209,07-11-2024,CUST_18231,37,Male,UAE,Electronics,Smartwatch,1318.55,5,0.16,5537.91,Credit Card,9,4.6
TXN26210,07-11-2024,CUST_11263,37,Male,UAE,Electronics,Gaming Laptop,1248.65,5,0.15,5306.76,Credit Card,2,3.5
TXN26211,07-11-2024,CUST_10005,30,Non-binary,Germany,Apparel,Winter Jacket,39.89,2,0.24,60.63,Bank Transfer,1,3.8
TXN26212,07-11-2024,CUST_12629,32,Male,Pakistan,Home & Kitchen,Blender,203.64,4,0.22,635.36,Credit Card,8,3.5
TXN26213,07-11-2024,CUST_12312,20,Female,UK,Apparel,Denim Jeans,79.88,3,0.22,186.92,Credit Card,1,4
TXN26214,07-11-2024,CUST_23949,49,Male,USA,Electronics,Wireless Noise-Canceling Headphones,132.63,5,0.26,490.73,Credit Card,11,1.5
TXN26215,07-11-2024,CUST_8573,41,Female,Pakistan,Beauty,Moisturizing Cream,13.34,5,0.26,49.36,PayPal,4,3.5
TXN26216,07-11-2024,CUST_12310,41,Male,India,Beauty,Hair Serum,50,4,0.23,154,Crypto,1,4.4
TXN26217,07-11-2024,CUST_14122,19,Female,Germany,Electronics,4K Smart TV,1266.9,2,0.23,1951.03,Credit Card,9,3.2
TXN26218,07-11-2024,CUST_10149,29,Female,India,Beauty,Moisturizing Cream,54.54,2,0.27,79.63,Credit Card,3,3.4
TXN26219,07-11-2024,CUST_21733,31,Male,UK,Apparel,Winter Jacket,148.33,5,0.28,533.99,Credit Card,5,3.9
TXN26220,07-11-2024,CUST_8685,18,Male,USA,Apparel,Winter Jacket,96.5,2,0.23,148.61,Crypto,11,2.3
TXN26221,07-11-2024,CUST_14149,43,Female,Pakistan,Apparel,Cotton T-Shirt,95.37,3,0.27,208.86,Credit Card,14,1.5
TXN26222,07-11-2024,CUST_22492,49,Female,UK,Apparel,Running Shoes,145.76,4,0.17,483.92,PayPal,7,3.6
TXN26223,07-11-2024,CUST_10772,55,Female,USA,Electronics,Gaming Laptop,921.45,5,0.18,3777.95,Credit Card,8,3.5
TXN26224,07-11-2024,CUST_19965,24,Male,Germany,Electronics,Wireless Noise-Canceling Headphones,468.01,3,0.24,1067.06,Credit Card,15,2.7
TXN26225,07-11-2024,CUST_4140,36,Female,UK,Sports,Dumbbell Set,131.63,4,0.16,442.28,Credit Card,2,3.2
TXN26226,07-11-2024,CUST_12944,48,Male,India,Apparel,Winter Jacket,130.06,3,0.23,300.44,PayPal,3,4.9
TXN26227,07-11-2024,CUST_9899,32,Male,Pakistan,Electronics,Gaming Laptop,1491.25,4,0.26,4414.1,PayPal,2,4.1
TXN26228,07-11-2024,CUST_16432,29,Female,UAE,Beauty,Perfume,57.19,2,0.23,88.07,PayPal,3,3.5
TXN26229,07-11-2024,CUST_22104,18,Male,Pakistan,Apparel,Formal Shirt,45.89,4,0.18,150.52,Credit Card,1,4.2
TXN26230,08-11-2024,CUST_22735,46,Female,Pakistan,Home & Kitchen,Microwave Oven,271.88,4,0.22,848.27,Credit Card,9,3.7
TXN26231,08-11-2024,CUST_11866,34,Male,UK,Home & Kitchen,Microwave Oven,69.17,2,0.23,106.52,Crypto,5,3.5
TXN26232,08-11-2024,CUST_11378,27,Male,UK,Electronics,Wireless Noise-Canceling Headphones,868.72,5,0.26,3214.26,Bank Transfer,6,3.5
TXN26233,08-11-2024,CUST_18583,37,Non-binary,Germany,Electronics,Gaming Laptop,696.44,3,0.24,1587.88,PayPal,14,2.5
TXN26234,08-11-2024,CUST_21415,36,Male,UK,Beauty,Hair Serum,69.93,2,0.18,114.69,Credit Card,10,4.6
TXN26235,08-11-2024,CUST_7174,36,Male,UAE,Electronics,Wireless Noise-Canceling Headphones,512.56,3,0.25,1153.26,Credit Card,10,4.8
TXN26236,08-11-2024,CUST_10638,32,Female,India,Apparel,Cotton T-Shirt,141.64,4,0.22,441.92,Crypto,2,3.4
TXN26237,08-11-2024,CUST_12672,51,Non-binary,UAE,Sports,Yoga Mat,63.3,5,0.23,243.71,Credit Card,11,1.8
TXN26238,08-11-2024,CUST_15095,33,Female,India,Home & Kitchen,Air Fryer,122.87,2,0.2,196.59,PayPal,9,4.5
TXN26239,08-11-2024,CUST_5080,51,Non-binary,India,Sports,Dumbbell Set,35.17,3,0.22,82.3,PayPal,9,4.9
TXN26240,08-11-2024,CUST_7636,40,Female,Germany,Beauty,Lipstick Set,64.21,5,0.15,272.89,Credit Card,10,3.2
TXN26241,08-11-2024,CUST_8794,38,Male,UAE,Apparel,Formal Shirt,60.97,2,0.23,93.89,Credit Card,7,4.7
TXN26242,08-11-2024,CUST_20310,33,Female,USA,Home & Kitchen,Microwave Oven,95.12,4,0.17,315.8,Credit Card,14,2.2
TXN26243,08-11-2024,CUST_8294,44,Male,Pakistan,Home & Kitchen,Air Fryer,231.47,5,0.16,972.17,PayPal,4,3.7
TXN26244,08-11-2024,CUST_4104,36,Male,USA,Beauty,Moisturizing Cream,60.44,5,0.27,220.61,PayPal,10,3.9
TXN26245,08-11-2024,CUST_12189,25,Male,India,Sports,Yoga Mat,188.32,2,0.24,286.25,Credit Card,8,3.9
TXN26246,08-11-2024,CUST_19808,25,Male,UK,Electronics,Smartphone 128GB,179.19,2,0.18,293.87,Credit Card,13,2.2
TXN26247,08-11-2024,CUST_5368,39,Male,Pakistan,Sports,Dumbbell Set,49.69,3,0.3,104.35,PayPal,4,3.1
TXN26248,08-11-2024,CUST_7104,25,Male,Germany,Electronics,Gaming Laptop,933.28,3,0.15,2379.86,Bank Transfer,11,2
TXN26249,08-11-2024,CUST_17959,34,Male,UK,Electronics,Gaming Laptop,314.48,3,0.26,698.15,Credit Card,14,1.8
TXN26250,08-11-2024,CUST_12199,45,Male,USA,Apparel,Winter Jacket,63.91,4,0.28,184.06,PayPal,3,4.7
TXN26251,08-11-2024,CUST_20885,38,Male,USA,Electronics,Smartwatch,1197.41,5,0.29,4250.81,Credit Card,3,5
TXN26252,08-11-2024,CUST_12144,27,Non-binary,India,Beauty,Face Wash,41.76,2,0.27,60.97,Credit Card,15,2.4
TXN26253,08-11-2024,CUST_4866,49,Female,Germany,Sports,Yoga Mat,44.62,5,0.19,180.71,PayPal,11,1.3
TXN26254,08-11-2024,CUST_6612,40,Male,India,Beauty,Lipstick Set,44.82,3,0.17,111.6,PayPal,15,2.9
TXN26255,08-11-2024,CUST_4750,45,Female,Germany,Electronics,4K Smart TV,551.42,3,0.18,1356.49,Bank Transfer,14,1.5
TXN26256,08-11-2024,CUST_23989,18,Female,Germany,Electronics,Smartwatch,918.58,2,0.22,1432.98,Credit Card,10,3.4
TXN26257,08-11-2024,CUST_8897,38,Male,Pakistan,Sports,Cycling Helmet,50.64,2,0.27,73.93,PayPal,9,4.8
TXN26258,08-11-2024,CUST_19370,43,Female,UAE,Apparel,Cotton T-Shirt,129.84,5,0.2,519.36,Credit Card,13,1.3
TXN26259,08-11-2024,CUST_13652,52,Female,Germany,Sports,Yoga Mat,172.59,5,0.3,604.06,Credit Card,6,3.3
TXN26260,08-11-2024,CUST_7216,20,Female,UAE,Sports,Tennis Racket,96.78,4,0.28,278.73,Crypto,4,3.2
TXN26261,08-11-2024,CUST_18875,47,Female,UAE,Electronics,Gaming Laptop,345.85,2,0.18,567.19,Credit Card,13,1.7
TXN26262,08-11-2024,CUST_22575,51,Male,USA,Home & Kitchen,Coffee Maker,122.71,2,0.18,201.24,Credit Card,1,3.3
TXN26263,08-11-2024,CUST_9059,18,Female,USA,Electronics,4K Smart TV,340.83,2,0.26,504.43,PayPal,12,1.5
TXN26264,08-11-2024,CUST_15925,39,Female,USA,Electronics,Wireless Noise-Canceling Headphones,1436.12,5,0.29,5098.23,PayPal,9,4.3
TXN26265,08-11-2024,CUST_6647,41,Female,USA,Beauty,Hair Serum,30.18,2,0.16,50.7,PayPal,10,4.8
TXN26266,08-11-2024,CUST_11278,31,Female,UK,Electronics,4K Smart TV,924.79,4,0.21,2922.34,Credit Card,9,4.9
TXN26267,08-11-2024,CUST_5178,30,Male,Pakistan,Electronics,Gaming Laptop,984.27,4,0.25,2952.81,PayPal,10,3.2
TXN26268,08-11-2024,CUST_17094,41,Female,India,Home & Kitchen,Microwave Oven,155.98,2,0.29,221.49,Credit Card,9,3.3
TXN26269,08-11-2024,CUST_14953,28,Male,India,Apparel,Running Shoes,20.37,4,0.22,63.55,Credit Card,7,3.5
TXN26270,08-11-2024,CUST_18737,32,Male,UK,Sports,Dumbbell Set,42,5,0.27,153.3,PayPal,8,4.7
TXN26271,08-11-2024,CUST_15558,43,Male,India,Home & Kitchen,Microwave Oven,208.82,4,0.24,634.81,Bank Transfer,12,2.8
TXN26272,08-11-2024,CUST_5913,52,Male,UK,Home & Kitchen,Blender,77,2,0.23,118.58,PayPal,10,3.5
TXN26273,08-11-2024,CUST_12862,40,Non-binary,India,Electronics,4K Smart TV,661.32,2,0.2,1058.11,Credit Card,10,4.6
TXN26274,08-11-2024,CUST_21812,36,Male,India,Sports,Cycling Helmet,117.95,3,0.3,247.69,PayPal,8,4.3
TXN26275,08-11-2024,CUST_17708,29,Male,Pakistan,Beauty,Hair Serum,71.13,2,0.27,103.85,PayPal,14,1.3
TXN26276,08-11-2024,CUST_16890,24,Non-binary,Germany,Sports,Yoga Mat,172.83,4,0.2,553.06,Bank Transfer,2,3.1
TXN26277,08-11-2024,CUST_23914,46,Male,Germany,Electronics,Gaming Laptop,1469.4,3,0.24,3350.23,Credit Card,6,4.1
TXN26278,08-11-2024,CUST_4153,33,Male,UK,Electronics,Gaming Laptop,475.37,5,0.28,1711.33,PayPal,3,4.6
TXN26279,08-11-2024,CUST_4953,46,Female,USA,Sports,Dumbbell Set,43.6,4,0.3,122.08,Credit Card,7,3.1
TXN26280,08-11-2024,CUST_9418,31,Male,Pakistan,Electronics,Smartwatch,1424.03,4,0.22,4442.97,Crypto,6,3.8
TXN26281,08-11-2024,CUST_7440,28,Female,UAE,Beauty,Lipstick Set,28.94,3,0.19,70.32,PayPal,4,4.8
TXN26282,08-11-2024,CUST_11026,39,Male,USA,Home & Kitchen,Microwave Oven,239.38,5,0.29,849.8,Credit Card,15,2
TXN26283,08-11-2024,CUST_6772,34,Female,Pakistan,Apparel,Denim Jeans,94.29,3,0.27,206.5,Bank Transfer,3,3.8
TXN26284,08-11-2024,CUST_8717,22,Male,USA,Apparel,Winter Jacket,65.48,5,0.16,275.02,PayPal,11,1.9
TXN26285,08-11-2024,CUST_19933,53,Female,UK,Home & Kitchen,Air Fryer,190.72,2,0.22,297.52,Bank Transfer,2,4.3
TXN26286,08-11-2024,CUST_6088,28,Female,UK,Electronics,Smartphone 128GB,331.04,2,0.2,529.66,Bank Transfer,4,4.3
TXN26287,08-11-2024,CUST_7313,44,Non-binary,Pakistan,Home & Kitchen,Air Fryer,269.31,2,0.23,414.74,Credit Card,2,3.5
TXN26288,08-11-2024,CUST_21055,43,Male,India,Home & Kitchen,Vacuum Cleaner,82.12,3,0.22,192.16,Credit Card,10,3.5
TXN26289,08-11-2024,CUST_11678,22,Female,Pakistan,Apparel,Running Shoes,117.42,4,0.22,366.35,PayPal,14,2.2
TXN26290,08-11-2024,CUST_21319,24,Female,UK,Apparel,Denim Jeans,102.01,3,0.17,254,Credit Card,13,1.6
TXN26291,08-11-2024,CUST_21370,31,Non-binary,Germany,Apparel,Winter Jacket,74.92,2,0.27,109.38,PayPal,14,1.7
TXN26292,08-11-2024,CUST_15907,26,Female,India,Electronics,Gaming Laptop,997.42,5,0.26,3690.45,Bank Transfer,11,1.2
TXN26293,08-11-2024,CUST_8880,52,Non-binary,USA,Home & Kitchen,Blender,248.19,4,0.18,814.06,Credit Card,9,3.4
TXN26294,08-11-2024,CUST_7268,32,Male,India,Apparel,Cotton T-Shirt,101.4,5,0.19,410.67,PayPal,7,3.5
TXN26295,08-11-2024,CUST_15865,43,Male,Pakistan,Sports,Football,168.98,3,0.2,405.55,Credit Card,13,1.6
TXN26296,08-11-2024,CUST_21994,40,Male,Germany,Apparel,Formal Shirt,92.39,5,0.29,327.98,PayPal,5,4.6
TXN26297,08-11-2024,CUST_18917,37,Male,Pakistan,Apparel,Denim Jeans,62.42,4,0.24,189.76,Credit Card,5,4.5
TXN26298,08-11-2024,CUST_9708,35,Male,UAE,Sports,Dumbbell Set,140.28,4,0.28,404.01,Credit Card,3,3.7
TXN26299,08-11-2024,CUST_12907,47,Female,India,Home & Kitchen,Vacuum Cleaner,242,3,0.29,515.46,Credit Card,14,2.1
TXN26300,08-11-2024,CUST_16150,26,Female,Germany,Beauty,Lipstick Set,36.53,4,0.17,121.28,PayPal,1,4.2
